Sample 	Min_coverage	Max_coverage	Average_coverage	Min_quality	Max_quality	Average_quality	%_Missing_sites(N)
AV-25-EX1-OT1-MBT2_A_MP	 150	 1229	 923.57	 35.15	 38.91	 38.34	 0.00
AV-25-EX1-OT1-MBT2_A_NA_N3	 34	 312	 210.74	 35.89	 38.94	 38.36	 1.77
AV-25-EX1-OT1-MBT2_A_NP	 16	 73	 41.17	 34.26	 39.03	 38.33	 85.11
AV-25-EX1-OT1-MBT2_A_NS	 264	 993	 801.84	 35.73	 38.88	 38.38	 0.00
AV-25-EX1-OT1-MBT2_A_PA	 1	 162	 29.51	 15.00	 39.33	 38.18	 77.07
AV-25-EX1-OT1-MBT2_A_PB1	 4	 58	 17.21	 33.00	 39.20	 38.44	 95.21
AV-25-EX1-OT1-MBT2_A_PB2	 1	 107	 23.54	 33.00	 39.33	 38.44	 76.07
AV-25-EX1-OT1-UNI_A_HA_H16	 150	 1575	 1250.48	 35.29	 38.89	 38.18	 0.00
AV-25-EX1-OT1-UNI_A_MP	 1335	 15260	 11066.30	 34.78	 38.75	 38.22	 0.00
AV-25-EX1-OT1-UNI_A_NA_N3	 456	 6724	 4490.84	 34.47	 38.76	 38.18	 0.00
AV-25-EX1-OT1-UNI_A_NP	 580	 4440	 1913.73	 33.45	 38.86	 38.13	 0.00
AV-25-EX1-OT1-UNI_A_NS	 1528	 8160	 6092.42	 35.93	 38.87	 38.35	 0.00
AV-25-EX1-OT1-UNI_A_PA	 193	 1075	 351.05	 35.59	 38.88	 38.17	 0.00
AV-25-EX1-OT1-UNI_A_PB1	 110	 3375	 1287.62	 35.33	 38.86	 38.27	 0.00
AV-25-EX1-OT1-UNI_A_PB2	 47	 370	 111.90	 35.67	 38.93	 38.04	 2.46
AV-25-EX1-OT2-MBT_A_HA_H16	 52	 416	 324.05	 35.39	 38.93	 38.32	 0.00
AV-25-EX1-OT2-MBT_A_MP	 304	 2622	 1913.52	 35.07	 38.81	 38.29	 0.00
AV-25-EX1-OT2-MBT_A_NA_N3	 159	 1660	 1136.33	 35.21	 38.85	 38.27	 0.00
AV-25-EX1-OT2-MBT_A_NP	 164	 918	 729.62	 33.31	 38.85	 38.17	 0.00
AV-25-EX1-OT2-MBT_A_NS	 502	 2772	 2105.54	 35.24	 38.83	 38.34	 0.00
AV-25-EX1-OT2-MBT_A_PA	 81	 357	 154.03	 35.92	 38.93	 38.25	 0.00
AV-25-EX1-OT2-MBT_A_PB1	 91	 344	 214.82	 36.60	 38.92	 38.29	 0.00
AV-25-EX1-OT2-MBT_A_PB2	 10	 206	 46.62	 34.55	 39.00	 38.32	 76.90
AV-25-EX1-OT2-UNI_A_HA_H16	 45	 565	 456.93	 35.58	 38.95	 38.35	 0.06
AV-25-EX1-OT2-UNI_A_MP	 224	 2510	 1879.55	 35.51	 38.84	 38.33	 0.00
AV-25-EX1-OT2-UNI_A_NA_N3	 124	 1859	 1296.41	 35.21	 38.82	 38.33	 0.00
AV-25-EX1-OT2-UNI_A_NP	 91	 790	 598.31	 33.55	 38.86	 38.27	 0.00
AV-25-EX1-OT2-UNI_A_NS	 187	 1203	 865.63	 36.32	 38.88	 38.42	 0.00
AV-25-EX1-OT2-UNI_A_PA	 79	 396	 267.23	 36.25	 38.96	 38.37	 0.00
AV-25-EX1-OT2-UNI_A_PB1	 34	 688	 454.74	 35.27	 38.89	 38.35	 0.70
AV-25-EX1-OT2-UNI_A_PB2	 46	 232	 106.40	 36.41	 38.92	 38.34	 0.09
AV-25-EX2-OT1-MBT_A_HA_H16	 69	 422	 317.74	 35.30	 38.88	 38.20	 0.00
AV-25-EX2-OT1-MBT_A_MP	 551	 4245	 3283.52	 34.87	 38.81	 38.23	 0.00
AV-25-EX2-OT1-MBT_A_NA_N3	 110	 1181	 843.88	 35.54	 38.88	 38.23	 0.00
AV-25-EX2-OT1-MBT_A_NP	 169	 459	 355.72	 33.25	 38.93	 38.15	 0.00
AV-25-EX2-OT1-MBT_A_NS	 875	 3594	 2785.51	 35.26	 38.82	 38.32	 0.00
AV-25-EX2-OT1-MBT_A_PA	 77	 610	 184.74	 36.09	 38.94	 38.26	 0.00
AV-25-EX2-OT1-MBT_A_PB1	 54	 192	 111.52	 34.95	 38.96	 38.27	 0.00
AV-25-EX2-OT1-MBT_A_PB2	 42	 334	 105.07	 35.70	 38.92	 38.11	 4.16
AV-25-EX2-OT1-MBT2_A_HA_H16	 37	 227	 163.11	 35.30	 38.96	 38.30	 1.24
AV-25-EX2-OT1-MBT2_A_MP	 292	 2094	 1582.45	 35.18	 38.80	 38.28	 0.00
AV-25-EX2-OT1-MBT2_A_NA_N3	 65	 745	 506.69	 35.32	 38.94	 38.32	 0.00
AV-25-EX2-OT1-MBT2_A_NP	 267	 922	 651.78	 33.69	 38.89	 38.25	 0.00
AV-25-EX2-OT1-MBT2_A_NS	 422	 1740	 1387.99	 35.55	 38.84	 38.35	 0.00
AV-25-EX2-OT1-MBT2_A_PA	 63	 281	 114.26	 35.48	 38.97	 38.31	 0.00
AV-25-EX2-OT1-MBT2_A_PB1	 31	 249	 152.65	 35.17	 38.90	 38.41	 2.15
AV-25-EX2-OT1-MBT2_A_PB2	 20	 135	 50.69	 34.22	 39.00	 38.19	 65.94
AV-25-EX2-OT1-UNI_A_HA_H16	 161	 1464	 1128.56	 35.33	 38.86	 38.33	 0.00
AV-25-EX2-OT1-UNI_A_MP	 479	 5165	 3812.94	 35.27	 38.83	 38.33	 0.00
AV-25-EX2-OT1-UNI_A_NA_N3	 176	 2676	 1724.53	 35.46	 38.91	 38.31	 0.00
AV-25-EX2-OT1-UNI_A_NP	 574	 4336	 3441.25	 33.44	 38.83	 38.31	 0.00
AV-25-EX2-OT1-UNI_A_NS	 874	 5053	 3634.38	 35.78	 38.83	 38.38	 0.00
AV-25-EX2-OT1-UNI_A_PA	 293	 1165	 766.60	 35.78	 38.91	 38.31	 0.00
AV-25-EX2-OT1-UNI_A_PB1	 77	 1603	 842.32	 35.52	 38.85	 38.37	 0.00
AV-25-EX2-OT1-UNI_A_PB2	 184	 726	 460.43	 35.96	 38.85	 38.31	 0.00
AV-25-EX2-OT2-MBT_A_HA_H16	 35	 263	 213.94	 35.26	 38.92	 38.22	 0.18
AV-25-EX2-OT2-MBT_A_MP	 118	 976	 723.43	 35.19	 38.83	 38.28	 0.00
AV-25-EX2-OT2-MBT_A_NA_N3	 86	 723	 534.31	 35.19	 38.83	 38.31	 0.00
AV-25-EX2-OT2-MBT_A_NP	 109	 856	 674.13	 33.65	 38.89	 38.23	 0.00
AV-25-EX2-OT2-MBT_A_NS	 157	 825	 599.37	 35.59	 38.89	 38.39	 0.00
AV-25-EX2-OT2-MBT_A_PA	 112	 293	 207.43	 35.76	 38.93	 38.24	 0.00
AV-25-EX2-OT2-MBT_A_PB1	 34	 185	 145.03	 34.95	 39.00	 38.36	 2.33
AV-25-EX2-OT2-MBT_A_PB2	 59	 170	 97.63	 36.29	 38.96	 38.17	 0.00
AV-25-EX2-OT2-UNI_A_HA_H16	 31	 271	 208.14	 36.00	 38.96	 38.40	 0.53
AV-25-EX2-OT2-UNI_A_MP	 28	 516	 388.39	 36.63	 38.88	 38.39	 0.81
AV-25-EX2-OT2-UNI_A_NA_N3	 19	 345	 240.41	 35.10	 38.97	 38.37	 4.46
AV-25-EX2-OT2-UNI_A_NP	 24	 283	 211.86	 33.08	 38.94	 38.30	 1.00
AV-25-EX2-OT2-UNI_A_NS	 101	 617	 452.89	 36.14	 38.93	 38.43	 0.00
AV-25-EX2-OT2-UNI_A_PA	 59	 292	 146.32	 36.01	 38.94	 38.32	 0.00
AV-25-EX2-OT2-UNI_A_PB1	 11	 254	 103.00	 32.64	 38.98	 38.31	 10.37
AV-25-EX2-OT2-UNI_A_PB2	 60	 207	 99.60	 35.98	 38.94	 38.29	 0.00
AV-26-EX1-OT1-MBT_A_HA_H13	 29	 965	 145.92	 34.36	 38.98	 38.13	 30.96
AV-26-EX1-OT1-MBT_A_MP	 1068	 7645	 5819.69	 34.92	 38.81	 38.31	 0.00
AV-26-EX1-OT1-MBT_A_NA_N5	 106	 527	 382.41	 36.12	 38.88	 38.23	 0.00
AV-26-EX1-OT1-MBT_A_NP	 63	 533	 393.40	 33.37	 38.84	 38.16	 0.00
AV-26-EX1-OT1-MBT_A_NS	 1208	 6036	 4745.96	 35.12	 38.85	 38.32	 0.00
AV-26-EX1-OT1-MBT_A_PA	 6	 847	 152.63	 35.35	 39.36	 38.40	 62.92
AV-26-EX1-OT1-MBT_A_PB1	 4	 575	 99.38	 33.00	 39.12	 38.34	 56.40
AV-26-EX1-OT1-MBT_A_PB2	 7	 650	 121.52	 33.29	 39.00	 38.18	 66.55
AV-26-EX1-OT1-MBT2_A_HA_H13	 3	 162	 28.47	 13.75	 39.08	 37.66	 86.58
AV-26-EX1-OT1-MBT2_A_MP	 214	 1304	 953.11	 34.73	 38.75	 38.19	 0.00
AV-26-EX1-OT1-MBT2_A_NA_N5	 18	 104	 68.95	 35.80	 38.97	 38.26	 8.73
AV-26-EX1-OT1-MBT2_A_NP	 10	 59	 43.54	 33.60	 39.00	 38.08	 84.11
AV-26-EX1-OT1-MBT2_A_NS	 298	 1195	 980.20	 35.13	 38.83	 38.19	 0.00
AV-26-EX1-OT1-MBT2_A_PA	 1	 269	 55.67	 16.00	 39.50	 37.82	 68.13
AV-26-EX1-OT1-MBT2_A_PB1	 1	 86	 18.71	 25.50	 40.00	 38.24	 88.04
AV-26-EX1-OT1-MBT2_A_PB2	 1	 255	 50.58	 14.00	 40.00	 37.68	 71.90
AV-26-EX1-OT1-UNI_A_HA_H13	 280	 3408	 816.99	 34.58	 38.91	 38.12	 0.00
AV-26-EX1-OT1-UNI_A_MP	 1736	 18795	 13804.50	 34.96	 38.81	 38.28	 0.00
AV-26-EX1-OT1-UNI_A_NA_N5	 103	 2454	 933.36	 36.20	 38.87	 38.26	 0.00
AV-26-EX1-OT1-UNI_A_NP	 531	 3695	 2919.54	 34.18	 38.81	 38.20	 0.00
AV-26-EX1-OT1-UNI_A_NS	 1162	 8118	 6280.53	 34.91	 38.85	 38.30	 0.00
AV-26-EX1-OT1-UNI_A_PA	 56	 1258	 261.64	 35.95	 38.96	 38.28	 0.00
AV-26-EX1-OT1-UNI_A_PB1	 56	 1531	 382.27	 36.21	 38.92	 38.33	 0.00
AV-26-EX1-OT1-UNI_A_PB2	 60	 1011	 231.80	 36.01	 38.89	 38.25	 0.00
AV-26-EX1-OT2-MBT_A_HA_H13	 18	 409	 66.74	 34.00	 39.04	 38.20	 71.63
AV-26-EX1-OT2-MBT_A_MP	 131	 1285	 971.29	 34.89	 38.84	 38.19	 0.00
AV-26-EX1-OT2-MBT_A_NA_N5	 47	 201	 129.09	 36.20	 38.91	 38.16	 0.14
AV-26-EX1-OT2-MBT_A_NP	 32	 263	 201.06	 32.84	 38.85	 38.10	 0.60
AV-26-EX1-OT2-MBT_A_NS	 258	 1181	 961.48	 35.03	 38.81	 38.22	 0.00
AV-26-EX1-OT2-MBT_A_PA	 3	 258	 47.79	 31.57	 39.25	 38.12	 73.51
AV-26-EX1-OT2-MBT_A_PB1	 1	 84	 16.64	 15.00	 39.43	 38.25	 91.92
AV-26-EX1-OT2-MBT_A_PB2	 1	 257	 48.50	 31.50	 39.50	 38.13	 75.36
AV-26-EX1-OT2-UNI_A_HA_H13	 350	 1957	 1168.19	 34.75	 38.88	 38.06	 0.00
AV-26-EX1-OT2-UNI_A_MP	 632	 8034	 5863.24	 35.08	 38.78	 38.24	 0.00
AV-26-EX1-OT2-UNI_A_NA_N5	 113	 3038	 1225.21	 36.22	 38.88	 38.23	 0.00
AV-26-EX1-OT2-UNI_A_NP	 342	 4019	 3264.56	 33.45	 38.75	 38.11	 0.00
AV-26-EX1-OT2-UNI_A_NS	 515	 5425	 4020.10	 34.94	 38.84	 38.22	 0.00
AV-26-EX1-OT2-UNI_A_PA	 147	 1276	 369.70	 35.70	 38.93	 38.14	 0.00
AV-26-EX1-OT2-UNI_A_PB1	 56	 779	 314.22	 35.82	 38.89	 38.31	 0.00
AV-26-EX1-OT2-UNI_A_PB2	 141	 900	 288.64	 36.42	 38.88	 38.20	 0.00
AV-26-EX2-OT1-MBT_A_HA_H13	 29	 358	 89.74	 33.88	 38.93	 37.96	 29.72
AV-26-EX2-OT1-MBT_A_MP	 636	 4539	 3403.71	 35.02	 38.79	 38.26	 0.00
AV-26-EX2-OT1-MBT_A_NA_N5	 75	 359	 206.83	 36.22	 38.95	 38.24	 0.00
AV-26-EX2-OT1-MBT_A_NP	 32	 194	 136.34	 33.31	 38.90	 38.11	 0.80
AV-26-EX2-OT1-MBT_A_NS	 1121	 4571	 3688.72	 35.09	 38.85	 38.28	 0.00
AV-26-EX2-OT1-MBT_A_PA	 6	 706	 126.69	 31.75	 39.04	 37.97	 62.78
AV-26-EX2-OT1-MBT_A_PB1	 6	 334	 73.02	 34.11	 39.14	 38.20	 63.16
AV-26-EX2-OT1-MBT_A_PB2	 4	 613	 117.54	 32.75	 39.25	 38.21	 67.73
AV-26-EX2-OT1-MBT2_A_HA_H13	 6	 74	 21.26	 32.12	 39.13	 38.22	 92.47
AV-26-EX2-OT1-MBT2_A_MP	 134	 1238	 909.87	 35.08	 38.82	 38.26	 0.00
AV-26-EX2-OT1-MBT2_A_NA_N5	 8	 93	 54.85	 35.76	 38.97	 38.15	 41.27
AV-26-EX2-OT1-MBT2_A_NP	 12	 51	 37.78	 34.00	 39.06	 38.27	 98.53
AV-26-EX2-OT1-MBT2_A_NS	 270	 1238	 977.82	 34.73	 38.82	 38.28	 0.00
AV-26-EX2-OT1-MBT2_A_PA	 1	 197	 36.44	 13.00	 39.25	 38.05	 74.28
AV-26-EX2-OT1-MBT2_A_PB1	 1	 110	 23.78	 34.12	 39.50	 38.42	 87.09
AV-26-EX2-OT1-MBT2_A_PB2	 1	 185	 33.66	 20.00	 40.00	 38.39	 75.78
AV-26-EX2-OT1-UNI_A_HA_H13	 332	 3796	 1413.41	 34.18	 38.87	 38.01	 0.00
AV-26-EX2-OT1-UNI_A_MP	 1183	 13696	 9954.38	 35.03	 38.75	 38.20	 0.00
AV-26-EX2-OT1-UNI_A_NA_N5	 84	 1717	 760.88	 35.97	 38.85	 38.19	 0.00
AV-26-EX2-OT1-UNI_A_NP	 460	 3435	 2173.02	 34.02	 38.80	 38.07	 0.00
AV-26-EX2-OT1-UNI_A_NS	 1950	 16343	 12320.30	 35.26	 38.82	 38.24	 0.00
AV-26-EX2-OT1-UNI_A_PA	 171	 3009	 716.34	 35.60	 38.89	 38.15	 0.00
AV-26-EX2-OT1-UNI_A_PB1	 116	 2098	 643.24	 36.36	 38.87	 38.22	 0.00
AV-26-EX2-OT1-UNI_A_PB2	 124	 2742	 568.23	 36.04	 38.85	 38.15	 0.00
AV-26-EX2-OT2-MBT_A_HA_H13	 29	 251	 63.42	 34.98	 38.99	 38.22	 55.27
AV-26-EX2-OT2-MBT_A_MP	 125	 1029	 763.44	 34.99	 38.81	 38.20	 0.00
AV-26-EX2-OT2-MBT_A_NA_N5	 55	 280	 180.39	 36.52	 38.96	 38.25	 0.00
AV-26-EX2-OT2-MBT_A_NP	 28	 284	 208.59	 32.82	 38.92	 38.17	 0.80
AV-26-EX2-OT2-MBT_A_NS	 250	 1135	 894.51	 35.22	 38.85	 38.29	 0.00
AV-26-EX2-OT2-MBT_A_PA	 18	 239	 62.34	 36.07	 39.00	 38.32	 68.45
AV-26-EX2-OT2-MBT_A_PB1	 10	 120	 31.77	 32.77	 39.10	 38.26	 79.03
AV-26-EX2-OT2-MBT_A_PB2	 6	 209	 41.32	 31.88	 39.17	 38.09	 76.90
AV-26-EX2-OT2-UNI_A_HA_H13	 582	 3610	 2054.46	 33.99	 38.91	 38.07	 0.00
AV-26-EX2-OT2-UNI_A_MP	 812	 10165	 7439.40	 34.98	 38.76	 38.23	 0.00
AV-26-EX2-OT2-UNI_A_NA_N5	 316	 4225	 2401.84	 35.98	 38.82	 38.22	 0.00
AV-26-EX2-OT2-UNI_A_NP	 395	 4550	 3715.22	 33.71	 38.71	 38.10	 0.00
AV-26-EX2-OT2-UNI_A_NS	 863	 8166	 6162.83	 35.16	 38.88	 38.28	 0.00
AV-26-EX2-OT2-UNI_A_PA	 445	 2621	 923.52	 35.72	 38.89	 38.21	 0.00
AV-26-EX2-OT2-UNI_A_PB1	 125	 1804	 768.90	 35.87	 38.86	 38.25	 0.00
AV-26-EX2-OT2-UNI_A_PB2	 324	 1994	 602.85	 36.34	 38.84	 38.18	 0.00
AV-20-EX1-OT1-MBT_A_HA_H5	 9	 117	 73.86	 35.65	 39.07	 38.03	 18.42
AV-20-EX1-OT1-MBT_A_MP	 354	 2953	 2121.27	 33.55	 38.67	 37.97	 0.00
AV-20-EX1-OT1-MBT_A_NA_N1	 47	 344	 251.05	 35.16	 38.93	 38.01	 0.14
AV-20-EX1-OT1-MBT_A_NP	 49	 450	 349.97	 34.39	 38.91	 37.85	 0.13
AV-20-EX1-OT1-MBT_A_NS	 468	 3008	 2364.76	 34.01	 38.80	 38.06	 0.00
AV-20-EX1-OT1-MBT_A_PA	 3	 60	 26.06	 32.73	 39.00	 37.92	 89.50
AV-20-EX1-OT1-MBT_A_PB1	 1	 5	 1.97	 13.00	 40.00	 37.17	 99.95
AV-20-EX1-OT1-MBT_A_PB2	 3	 53	 26.15	 32.00	 39.00	 37.95	 96.76
AV-20-EX1-OT1-MBT2_A_HA_H5	 5	 43	 24.47	 35.00	 39.17	 38.02	 99.94
AV-20-EX1-OT1-MBT2_A_MP	 173	 1603	 1175.83	 33.11	 38.69	 37.92	 0.00
AV-20-EX1-OT1-MBT2_A_NA_N1	 16	 149	 104.82	 33.50	 38.96	 38.11	 7.51
AV-20-EX1-OT1-MBT2_A_NP	 28	 195	 145.95	 33.18	 38.95	 37.90	 0.93
AV-20-EX1-OT1-MBT2_A_NS	 271	 1708	 1316.45	 33.65	 38.81	 38.02	 0.00
AV-20-EX1-OT1-MBT2_A_PA	 2	 32	 12.28	 29.20	 39.17	 37.83	 99.95
AV-20-EX1-OT1-MBT2_A_PB1	 1	 5	 2.06	 14.00	 39.33	 38.36	 99.94
AV-20-EX1-OT1-MBT2_A_PB2	 3	 30	 13.88	 29.00	 39.08	 37.80	 99.96
AV-20-EX1-OT1-UNI_A_HA_H5	 18	 608	 208.14	 35.65	 38.96	 38.08	 7.16
AV-20-EX1-OT1-UNI_A_MP	 75	 989	 704.95	 34.05	 38.64	 37.93	 0.00
AV-20-EX1-OT1-UNI_A_NA_N1	 13	 142	 105.84	 34.84	 39.00	 37.82	 6.09
AV-20-EX1-OT1-UNI_A_NP	 15	 301	 224.97	 33.80	 38.93	 37.78	 0.93
AV-20-EX1-OT1-UNI_A_NS	 143	 1553	 1149.87	 33.97	 38.71	 37.94	 0.00
AV-20-EX1-OT1-UNI_A_PA	 16	 127	 67.34	 34.12	 38.95	 37.69	 35.13
AV-20-EX1-OT1-UNI_A_PB1	 1	 85	 26.68	 33.12	 39.20	 37.83	 76.57
AV-20-EX1-OT1-UNI_A_PB2	 15	 66	 47.36	 34.00	 39.00	 37.98	 54.10
AV-20-EX1-OT2-MBT_A_HA_H5	 1	 20	 6.72	 26.00	 40.00	 38.17	 99.94
AV-20-EX1-OT2-MBT_A_MP	 12	 124	 88.85	 31.25	 38.88	 37.92	 13.94
AV-20-EX1-OT2-MBT_A_NA_N1	 1	 9	 5.61	 28.00	 40.00	 38.39	 99.93
AV-20-EX1-OT2-MBT_A_NP	 1	 24	 14.30	 33.00	 39.08	 37.96	 99.93
AV-20-EX1-OT2-MBT_A_NS	 68	 494	 351.58	 33.84	 38.87	 38.02	 0.00
AV-20-EX2-OT1-MBT_A_HA_H5	 62	 879	 472.73	 36.27	 38.88	 38.05	 0.00
AV-20-EX2-OT1-MBT_A_MP	 931	 7760	 5636.63	 33.71	 38.67	 37.99	 0.00
AV-20-EX2-OT1-MBT_A_NA_N1	 207	 1442	 959.60	 35.68	 38.89	 38.09	 0.00
AV-20-EX2-OT1-MBT_A_NP	 164	 1597	 1248.59	 33.76	 38.79	 37.81	 0.00
AV-20-EX2-OT1-MBT_A_NS	 1425	 8821	 6814.90	 34.24	 38.82	 38.07	 0.00
AV-20-EX2-OT1-MBT_A_PA	 49	 613	 284.99	 35.02	 38.94	 37.91	 0.37
AV-20-EX2-OT1-MBT_A_PB1	 13	 80	 53.26	 33.93	 38.96	 38.07	 42.02
AV-20-EX2-OT1-MBT_A_PB2	 41	 232	 159.25	 35.52	 38.85	 37.92	 1.67
AV-20-EX2-OT1-MBT2_A_HA_H5	 23	 208	 118.11	 34.46	 39.00	 38.10	 5.63
AV-20-EX2-OT1-MBT2_A_MP	 471	 3797	 2759.39	 34.01	 38.71	 38.03	 0.00
AV-20-EX2-OT1-MBT2_A_NA_N1	 47	 626	 341.57	 35.55	 38.88	 38.01	 0.64
AV-20-EX2-OT1-MBT2_A_NP	 37	 390	 296.92	 33.32	 38.82	 37.91	 0.40
AV-20-EX2-OT1-MBT2_A_NS	 510	 3421	 2593.40	 34.35	 38.79	 38.07	 0.00
AV-20-EX2-OT1-MBT2_A_PA	 20	 117	 71.72	 34.52	 39.00	 38.00	 16.12
AV-20-EX2-OT1-MBT2_A_PB1	 7	 44	 25.32	 33.12	 39.09	 37.96	 99.96
AV-20-EX2-OT1-MBT2_A_PB2	 9	 45	 31.00	 34.95	 39.03	 38.01	 99.96
AV-20-EX2-OT1-UNI_A_HA_H5	 44	 1453	 638.56	 35.55	 38.85	 38.02	 0.18
AV-20-EX2-OT1-UNI_A_MP	 461	 5362	 3809.20	 33.47	 38.64	 37.96	 0.00
AV-20-EX2-OT1-UNI_A_NA_N1	 18	 457	 291.56	 35.32	 38.87	 37.91	 1.91
AV-20-EX2-OT1-UNI_A_NP	 35	 515	 386.77	 32.89	 38.81	 37.82	 0.40
AV-20-EX2-OT1-UNI_A_NS	 249	 2401	 1742.11	 33.89	 38.85	 38.00	 0.00
AV-20-EX2-OT1-UNI_A_PA	 33	 305	 226.42	 34.18	 38.88	 37.82	 1.30
AV-20-EX2-OT1-UNI_A_PB1	 8	 465	 198.99	 35.27	 38.90	 37.96	 3.30
AV-20-EX2-OT1-UNI_A_PB2	 10	 201	 126.06	 35.37	 39.00	 37.99	 12.45
AV-20-EX2-OT2-MBT_A_HA_H5	 99	 1173	 559.69	 35.88	 38.90	 38.05	 0.00
AV-20-EX2-OT2-MBT_A_MP	 404	 3808	 2744.57	 33.75	 38.64	 37.98	 0.00
AV-20-EX2-OT2-MBT_A_NA_N1	 138	 1216	 886.82	 35.26	 38.84	 38.04	 0.00
AV-20-EX2-OT2-MBT_A_NP	 161	 1693	 1304.31	 33.23	 38.76	 37.87	 0.00
AV-20-EX2-OT2-MBT_A_NS	 761	 5575	 4201.63	 34.05	 38.82	 38.02	 0.00
AV-20-EX2-OT2-MBT_A_PA	 93	 445	 333.05	 34.71	 38.86	 37.91	 0.00
AV-20-EX2-OT2-MBT_A_PB1	 9	 81	 49.72	 35.59	 39.00	 38.02	 54.29
AV-20-EX2-OT2-MBT_A_PB2	 76	 437	 287.91	 35.34	 38.88	 38.03	 0.00
AV-20-EX2-OT2-UNI_A_HA_H5	 22	 3459	 1043.90	 35.67	 38.91	 38.04	 3.64
AV-20-EX2-OT2-UNI_A_MP	 190	 3220	 2246.66	 33.44	 38.65	 37.92	 0.00
AV-20-EX2-OT2-UNI_A_NA_N1	 89	 1285	 852.53	 35.66	 38.88	 37.99	 0.00
AV-20-EX2-OT2-UNI_A_NP	 86	 1329	 1001.50	 33.45	 38.86	 37.84	 0.00
AV-20-EX2-OT2-UNI_A_NS	 343	 3853	 2845.65	 33.95	 38.81	 38.01	 0.00
AV-20-EX2-OT2-UNI_A_PA	 44	 454	 276.74	 34.71	 38.97	 37.80	 1.02
AV-20-EX2-OT2-UNI_A_PB1	 1	 1246	 362.04	 31.00	 39.00	 37.75	 41.54
AV-20-EX2-OT2-UNI_A_PB2	 18	 471	 214.61	 35.45	 38.91	 37.96	 3.20
AV-21-EX1-OT1-MBT_A_HA_H5	 51	 383	 270.13	 35.61	 38.90	 38.12	 0.00
AV-21-EX1-OT1-MBT_A_MP	 943	 7912	 5760.87	 33.86	 38.70	 38.02	 0.00
AV-21-EX1-OT1-MBT_A_NA_N1	 64	 709	 538.52	 34.77	 38.84	 37.99	 0.00
AV-21-EX1-OT1-MBT_A_NP	 41	 599	 449.83	 33.39	 38.77	 37.93	 0.40
AV-21-EX1-OT1-MBT_A_NS	 635	 3725	 2914.33	 34.73	 38.81	 38.04	 0.00
AV-21-EX1-OT1-MBT_A_PA	 19	 84	 60.70	 34.16	 38.96	 38.00	 15.89
AV-21-EX1-OT1-MBT_A_PB1	 6	 71	 46.42	 34.35	 39.04	 37.99	 52.57
AV-21-EX1-OT1-MBT_A_PB2	 3	 107	 60.97	 33.95	 39.50	 38.01	 30.38
AV-21-EX1-OT1-MBT2_A_HA_H5	 47	 454	 327.78	 34.96	 38.91	 37.90	 0.29
AV-21-EX1-OT1-MBT2_A_MP	 1390	 12662	 9190.07	 33.59	 38.65	 37.90	 0.00
AV-21-EX1-OT1-MBT2_A_NA_N1	 66	 916	 634.17	 34.89	 38.85	 37.84	 0.00
AV-21-EX1-OT1-MBT2_A_NP	 62	 629	 445.96	 33.31	 38.76	 37.78	 0.00
AV-21-EX1-OT1-MBT2_A_NS	 750	 4310	 3270.26	 34.45	 38.77	 37.93	 0.00
AV-21-EX1-OT1-MBT2_A_PA	 22	 127	 87.03	 34.83	 38.91	 37.76	 10.50
AV-21-EX1-OT1-MBT2_A_PB1	 15	 139	 97.75	 34.17	 38.83	 37.80	 8.09
AV-21-EX1-OT1-MBT2_A_PB2	 6	 144	 81.30	 34.00	 39.08	 37.87	 21.22
AV-21-EX1-OT1-UNI_A_HA_H5	 64	 2179	 895.21	 35.60	 38.89	 38.10	 0.00
AV-21-EX1-OT1-UNI_A_MP	 428	 6340	 4343.83	 33.55	 38.66	 37.93	 0.00
AV-21-EX1-OT1-UNI_A_NA_N1	 33	 587	 415.54	 33.56	 38.84	 37.96	 1.06
AV-21-EX1-OT1-UNI_A_NP	 66	 1152	 878.43	 33.52	 38.76	 37.82	 0.00
AV-21-EX1-OT1-UNI_A_NS	 225	 1745	 1339.24	 34.66	 38.85	 38.00	 0.00
AV-21-EX1-OT1-UNI_A_PA	 28	 187	 145.89	 34.06	 38.89	 37.97	 2.88
AV-21-EX1-OT1-UNI_A_PB1	 11	 203	 129.37	 33.67	 38.88	 38.01	 6.81
AV-21-EX1-OT1-UNI_A_PB2	 12	 225	 143.78	 35.12	 39.00	 37.98	 7.06
AV-21-EX1-OT2-MBT_A_HA_H5	 63	 681	 364.03	 34.99	 38.79	 37.87	 0.00
AV-21-EX1-OT2-MBT_A_MP	 310	 3579	 2511.14	 33.30	 38.60	 37.81	 0.00
AV-21-EX1-OT2-MBT_A_NA_N1	 62	 878	 615.00	 34.19	 38.81	 37.82	 0.00
AV-21-EX1-OT2-MBT_A_NP	 122	 1671	 1250.36	 33.20	 38.69	 37.70	 0.00
AV-21-EX1-OT2-MBT_A_NS	 429	 3050	 2350.46	 34.33	 38.81	 37.89	 0.00
AV-21-EX1-OT2-MBT_A_PA	 10	 83	 50.35	 34.85	 39.00	 37.89	 43.12
AV-21-EX1-OT2-MBT_A_PB1	 2	 23	 12.12	 31.00	 39.12	 37.77	 99.96
AV-21-EX1-OT2-MBT_A_PB2	 16	 111	 74.27	 33.09	 39.03	 37.60	 19.64
AV-21-EX1-OT2-UNI_A_HA_H5	 24	 778	 251.21	 35.44	 38.90	 38.06	 7.10
